Gender,Size,Color,Dress Category,Dress name,Dress type,color,Pattern,Navigation,Description,Price,Offers
Female,S,Brown,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with brown Skin tone.",1100,15%
Female,S,Brown,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with brown Skin tone.",1200,20%
Female,S,Brown,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with brown Skin tone.",1300,25%
Female,S,White,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with white Skin tone.",1000,10%
Female,S,White,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with white Skin tone.",1100,15%
Female,S,White,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with white Skin tone.",1200,20%
Female,S,White,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with white Skin tone.",1300,25%
Female,S,Fair,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with fair Skin tone.",1000,10%
Female,S,Fair,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with fair Skin tone.",1100,15%
Female,S,Fair,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with fair Skin tone.",1200,20%
Female,S,Fair,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with fair Skin tone.",1300,25%
Female,M,Black,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with black Skin tone.",1000,10%
Female,M,Black,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with black Skin tone.",1100,15%
Female,M,Black,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with black Skin tone.",1200,20%
Female,M,Black,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with black Skin tone.",1300,25%
Female,M,Brown,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with brown Skin tone.",1000,10%
Female,M,Brown,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with brown Skin tone.",1100,15%
Female,M,Brown,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with brown Skin tone.",1200,20%
Female,M,Brown,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with brown Skin tone.",1300,25%
Female,M,White,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with white Skin tone.",1000,10%
Female,M,White,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with white Skin tone.",1100,15%
Female,M,White,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with white Skin tone.",1200,20%
Female,M,White,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with white Skin tone.",1300,25%
Female,M,Fair,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with fair Skin tone.",1000,10%
Female,M,Fair,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with fair Skin tone.",1100,15%
Female,M,Fair,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with fair Skin tone.",1200,20%
Female,M,Fair,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with fair Skin tone.",1300,25%
Female,L,Black,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with black Skin tone.",1000,10%
Female,L,Black,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with black Skin tone.",1100,15%
Female,L,Black,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with black Skin tone.",1200,20%
Female,L,Black,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with black Skin tone.",1300,25%
Female,L,Brown,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with brown Skin tone.",1000,10%
Female,L,Brown,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with brown Skin tone.",1100,15%
Female,L,Brown,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with brown Skin tone.",1200,20%
Female,L,Brown,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with brown Skin tone.",1300,25%
Female,L,White,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with white Skin tone.",1000,10%
Female,L,White,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with white Skin tone.",1100,15%
Female,L,White,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with white Skin tone.",1200,20%
Female,L,White,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with white Skin tone.",1300,25%
Female,L,Fair,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with fair Skin tone.",1000,10%
Female,L,Fair,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with fair Skin tone.",1100,15%
Female,L,Fair,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with fair Skin tone.",1200,20%
Female,L,Fair,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with fair Skin tone.",1300,25%
Female,XL,Black,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with black Skin tone.",1000,10%
Female,XL,Black,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with black Skin tone.",1100,15%
Female,XL,Black,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with black Skin tone.",1200,20%
Female,XL,Black,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with black Skin tone.",1300,25%
Female,XL,Brown,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with brown Skin tone.",1000,10%
Female,XL,Brown,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with brown Skin tone.",1100,15%
Female,XL,Brown,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with brown Skin tone.",1200,20%
Female,XL,Brown,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with brown Skin tone.",1300,25%
Female,XL,White,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with white Skin tone.",1000,10%
Female,XL,White,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with white Skin tone.",1100,15%
Female,XL,White,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with white Skin tone.",1200,20%
Female,XL,White,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with white Skin tone.",1300,25%
Female,XL,Fair,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with fair Skin tone.",1000,10%
Female,XL,Fair,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with fair Skin tone.",1100,15%
Female,XL,Fair,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with fair Skin tone.",1200,20%
Female,XL,Fair,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with fair Skin tone.",1300,25%
Female,XXL,Black,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with black Skin tone.",1000,10%
Female,XXL,Black,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with black Skin tone.",1100,15%
Female,XXL,Black,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with black Skin tone.",1200,20%
Female,XXL,Black,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with black Skin tone.",1300,25%
Female,XXL,Brown,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with brown Skin tone.",1000,10%
Female,XXL,Brown,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with brown Skin tone.",1100,15%
Female,XXL,Brown,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with brown Skin tone.",1200,20%
Female,XXL,Brown,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with brown Skin tone.",1300,25%
Female,XXL,White,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with white Skin tone.",1000,10%
Female,XXL,White,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with white Skin tone.",1100,15%
Female,XXL,White,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with white Skin tone.",1200,20%
Female,XXL,White,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with white Skin tone.",1300,25%
Female,XXL,Fair,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with fair Skin tone.",1000,10%
Female,XXL,Fair,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with fair Skin tone.",1100,15%
Female,XXL,Fair,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with fair Skin tone.",1200,20%
Female,XXL,Fair,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with fair Skin tone.",1300,25%
Female,XXXL,Black,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with black Skin tone.",1000,10%
Female,XXXL,Black,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with black Skin tone.",1100,15%
Female,XXXL,Black,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with black Skin tone.",1200,20%
Female,XXXL,Black,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with black Skin tone.",1300,25%
Female,XXXL,Brown,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with brown Skin tone.",1000,10%
Female,XXXL,Brown,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with brown Skin tone.",1100,15%
Female,XXXL,Brown,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with brown Skin tone.",1200,20%
Female,XXXL,Brown,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with brown Skin tone.",1300,25%
Female,XXXL,White,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with white Skin tone.",1000,10%
Female,XXXL,White,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with white Skin tone.",1100,15%
Female,XXXL,White,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with white Skin tone.",1200,20%
Female,XXXL,White,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with white Skin tone.",1300,25%
Female,XXXL,Fair,Formal,Shirt,Silk,White,Striped,"Proceed straight for six steps, turn left, and walk two more steps forward to find Shirts, including three-piece sets and blazers displayed in various colors and fits.","Elevate your formal attire with this silk in white. Paired with striped patterns, it's a perfect choice for individuals with fair Skin tone.",1000,10%
Female,XXXL,Fair,Casual,T-shirt,Cotton,Blue,Plain,"Move straight, turn right, and advance two steps forward. Extend your hand to the left to locate a shelf stacked with casual T-shirts in different styles and fabrics.","Elevate your casual attire with this cotton in blue. Paired with plain patterns, it's a perfect choice for individuals with fair Skin tone.",1100,15%
Female,XXXL,Fair,Wedding,saree,Velvet ,Grey,Floral,"Walk straight for three steps, turn left, and move forward two more steps. Cotton and silk kurtas are folded neatly on the shelf.","Elevate your wedding attire with this velvet  in grey. Paired with floral patterns, it's a perfect choice for individuals with fair Skin tone.",1200,20%
Female,XXXL,Fair,Party,Blazer,Silk,Green,Checked,"Take three steps ahead, turn right, and slightly raise your hands. Blazers, sorted by size and color, are hanging at shoulder height.","Elevate your party attire with this silk in green. Paired with checked patterns, it's a perfect choice for individuals with fair Skin tone.",1300,25%
